loan_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_amount_term,credit_history,property_area,loan_status
LP002055,Female,No,0,Graduate,No,3166.0,2985.0,132.0,360.0,1.0,Rural,1.0
LP002065,Male,,3+,Graduate,No,15000.0,0.0,300.0,360.0,1.0,Rural,1.0
LP002067,Male,Yes,1,Graduate,Yes,8666.0,4983.0,376.0,360.0,0.0,Rural,0.0
LP002068,Male,No,0,Graduate,No,4917.0,0.0,130.0,360.0,0.0,Rural,1.0
LP002082,Male,Yes,0,Graduate,Yes,5818.0,2160.0,184.0,,1.0,Semiurban,1.0
LP002086,,Yes,0,Graduate,No,,2451.0,,360.0,1.0,Urban,0.0
LP002087,Female,No,0,Graduate,No,2500.0,0.0,67.0,360.0,1.0,Urban,1.0
LP002097,Male,No,1,Graduate,No,4384.0,1793.0,117.0,360.0,1.0,Urban,1.0
,Male,No,0,Graduate,No,2935.0,0.0,,360.0,,Semiurban,1.0
LP002101,Male,Yes,,Graduate,No,63337.0,0.0,490.0,180.0,1.0,Urban,1.0
LP002110,Male,Yes,1,Graduate,No,5250.0,688.0,160.0,360.0,1.0,Rural,1.0
LP002112,Male,Yes,2,Graduate,Yes,2500.0,4600.0,176.0,360.0,1.0,Rural,1.0
LP002114,Female,No,0,,No,4160.0,0.0,71.0,360.0,1.0,Semiurban,1.0
LP002115,Male,Yes,,Not Graduate,No,2647.0,1587.0,173.0,360.0,1.0,Rural,
LP002116,Female,No,0,Graduate,No,2378.0,0.0,46.0,360.0,1.0,Rural,0.0
LP002119,Male,Yes,,Not Graduate,No,4554.0,1229.0,158.0,,1.0,Urban,1.0
LP002126,Male,Yes,3+,Not Graduate,No,3173.0,0.0,74.0,360.0,1.0,Semiurban,1.0
LP002128,Male,Yes,2,Graduate,No,2583.0,2330.0,125.0,360.0,1.0,Rural,1.0
LP002129,Male,Yes,0,Graduate,No,2499.0,2458.0,160.0,360.0,1.0,Semiurban,1.0
LP002131,Male,Yes,2,Not Graduate,,3083.0,2168.0,126.0,360.0,1.0,Urban,1.0
LP002137,Male,Yes,0,Graduate,No,6333.0,4583.0,259.0,360.0,1.0,Semiurban,1.0
,Male,Yes,0,Graduate,No,2625.0,6250.0,187.0,360.0,1.0,Rural,1.0
LP002139,Male,,0,Graduate,No,9083.0,0.0,228.0,360.0,1.0,Semiurban,1.0
LP002140,Male,No,0,Graduate,No,8750.0,4167.0,308.0,360.0,1.0,Rural,0.0
LP002141,Male,Yes,3+,Graduate,No,2666.0,,95.0,360.0,1.0,Rural,1.0
,Female,Yes,0,Graduate,Yes,5500.0,0.0,105.0,360.0,0.0,Rural,0.0
LP002143,,Yes,0,Graduate,No,2423.0,505.0,130.0,360.0,1.0,Semiurban,1.0
LP002149,Male,Yes,2,Graduate,No,8333.0,3167.0,165.0,360.0,1.0,Rural,1.0
LP002151,Male,Yes,1,Graduate,No,3875.0,0.0,67.0,360.0,1.0,Urban,0.0
LP002158,Male,Yes,0,Not Graduate,No,3000.0,,100.0,480.0,0.0,Urban,0.0
LP002160,Male,,3+,Graduate,No,5167.0,3167.0,200.0,360.0,,Semiurban,1.0
LP002161,Female,No,1,Graduate,No,4723.0,0.0,81.0,,1.0,Semiurban,0.0
LP002170,Male,Yes,2,Graduate,No,,3667.0,236.0,360.0,1.0,Semiurban,1.0
LP002175,Male,Yes,,Graduate,No,4750.0,2333.0,130.0,360.0,,Urban,1.0
LP002178,Male,Yes,0,Graduate,No,3013.0,3033.0,95.0,300.0,1.0,Urban,1.0
LP002180,Male,No,0,Graduate,Yes,6822.0,0.0,141.0,360.0,1.0,Rural,1.0
LP002181,Male,,0,Not Graduate,No,6216.0,0.0,133.0,,1.0,Rural,0.0
LP002190,Male,Yes,1,Graduate,No,6325.0,0.0,175.0,360.0,,Semiurban,
LP002191,Male,Yes,0,Graduate,No,19730.0,,570.0,360.0,1.0,Rural,0.0
LP002194,Female,No,0,Graduate,,15759.0,0.0,55.0,360.0,1.0,Semiurban,1.0
LP002201,Male,Yes,2,Graduate,Yes,,7873.0,380.0,300.0,1.0,Rural,1.0
LP002205,Male,No,1,Graduate,No,3062.0,1987.0,111.0,180.0,0.0,Urban,0.0
LP002209,Female,No,0,Graduate,No,2764.0,1459.0,,360.0,1.0,Urban,1.0
LP002211,Male,Yes,0,Graduate,No,4817.0,923.0,120.0,180.0,1.0,Urban,1.0
LP002219,Male,Yes,3+,Graduate,No,8750.0,4996.0,130.0,360.0,1.0,Rural,1.0
LP002223,Male,Yes,0,,No,4310.0,0.0,130.0,360.0,1.0,Semiurban,1.0
LP002224,Male,No,0,Graduate,No,3069.0,0.0,,480.0,1.0,Urban,0.0
LP002225,Male,Yes,2,Graduate,No,5391.0,0.0,130.0,360.0,1.0,Urban,1.0
LP002226,Male,Yes,0,Graduate,No,3333.0,2500.0,128.0,360.0,1.0,Semiurban,1.0
,Male,,0,Graduate,No,5941.0,4232.0,296.0,360.0,1.0,Semiurban,1.0
LP002231,Female,No,0,Graduate,No,6000.0,0.0,156.0,360.0,1.0,Urban,1.0
LP002234,Male,No,0,Graduate,,7167.0,,,360.0,1.0,Urban,1.0
LP002236,,Yes,,Graduate,No,4566.0,0.0,100.0,360.0,1.0,Urban,0.0
LP002237,Male,No,,,No,3667.0,,113.0,180.0,,Urban,1.0
LP002239,Male,No,0,Not Graduate,No,2346.0,1600.0,132.0,360.0,1.0,Semiurban,1.0
LP002244,,Yes,0,Graduate,No,2333.0,2417.0,136.0,360.0,1.0,Urban,
LP002250,Male,Yes,,Graduate,No,5488.0,0.0,125.0,360.0,1.0,Rural,1.0
LP002255,Male,No,3+,Graduate,No,9167.0,0.0,185.0,360.0,1.0,Rural,1.0
LP002262,Male,Yes,3+,Graduate,No,9504.0,0.0,275.0,360.0,1.0,Rural,1.0
LP002263,,Yes,0,Graduate,No,2583.0,2115.0,120.0,360.0,1.0,Urban,1.0
LP002265,Male,Yes,2,Not Graduate,No,1993.0,,113.0,180.0,1.0,,1.0
LP002266,Male,Yes,,Graduate,No,3100.0,1400.0,113.0,360.0,1.0,Urban,1.0
LP002272,Male,Yes,2,Graduate,No,3276.0,484.0,135.0,360.0,1.0,Semiurban,
LP002277,Female,No,,Graduate,No,3180.0,0.0,71.0,360.0,0.0,Urban,0.0
LP002281,Male,Yes,0,Graduate,No,3033.0,1459.0,95.0,360.0,1.0,Urban,1.0
LP002284,Male,No,0,Not Graduate,No,3902.0,1666.0,109.0,360.0,1.0,Rural,1.0
LP002287,Female,No,0,Graduate,No,1500.0,1800.0,103.0,360.0,0.0,Semiurban,0.0
LP002288,Male,,,Not Graduate,No,2889.0,0.0,45.0,180.0,0.0,Urban,0.0
LP002297,Male,No,0,Graduate,No,2500.0,20000.0,103.0,360.0,1.0,Semiurban,1.0
LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,1.0
LP002301,Female,No,0,Graduate,Yes,7441.0,0.0,194.0,360.0,1.0,Rural,0.0
LP002305,Female,No,0,Graduate,No,4547.0,0.0,115.0,360.0,1.0,Semiurban,1.0
LP002308,Male,Yes,0,Not Graduate,No,2167.0,2400.0,115.0,360.0,1.0,Urban,1.0
LP002314,Female,No,0,Not Graduate,No,2213.0,0.0,66.0,360.0,1.0,Rural,1.0
LP002317,Male,Yes,3+,Graduate,No,81000.0,0.0,360.0,360.0,0.0,Rural,0.0
LP002318,Female,No,1,Not Graduate,Yes,3867.0,0.0,62.0,360.0,,Semiurban,0.0
LP002319,Male,Yes,0,,No,6256.0,0.0,160.0,360.0,1.0,Urban,1.0
LP002328,Male,Yes,0,Not Graduate,No,6096.0,0.0,218.0,360.0,0.0,,0.0
LP002332,Male,Yes,0,Not Graduate,No,2253.0,2033.0,110.0,360.0,1.0,Rural,1.0
LP002335,Female,Yes,0,Not Graduate,No,2149.0,3237.0,,360.0,0.0,Semiurban,0.0
LP002337,Female,No,0,Graduate,,2995.0,0.0,60.0,360.0,1.0,Urban,1.0
LP002341,Female,No,1,Graduate,,2600.0,0.0,160.0,360.0,1.0,Urban,0.0
LP002342,Male,Yes,2,Graduate,Yes,1600.0,20000.0,239.0,360.0,1.0,Urban,0.0
LP002345,Male,Yes,0,Graduate,No,1025.0,2773.0,,360.0,1.0,Rural,1.0
LP002347,Male,Yes,0,Graduate,No,3246.0,,138.0,360.0,1.0,Semiurban,1.0
LP002348,Male,Yes,0,Graduate,No,5829.0,0.0,138.0,360.0,1.0,Rural,1.0
LP002361,Male,Yes,0,Graduate,No,1820.0,1719.0,100.0,360.0,1.0,,1.0
LP002366,Male,Yes,0,Graduate,No,2666.0,4300.0,121.0,360.0,1.0,Rural,1.0
LP002367,Female,No,1,Not Graduate,No,4606.0,0.0,81.0,360.0,1.0,Rural,0.0
LP002368,Male,Yes,2,Graduate,No,5935.0,0.0,133.0,360.0,1.0,Semiurban,1.0
LP002369,Male,Yes,0,Graduate,No,2920.0,16.12000084,87.0,360.0,1.0,Rural,1.0
LP002370,Male,,0,Not Graduate,No,2717.0,0.0,60.0,180.0,1.0,Urban,1.0
LP002377,Female,No,1,Graduate,Yes,8624.0,0.0,150.0,360.0,1.0,Semiurban,1.0
LP002379,Male,No,0,Graduate,No,6500.0,0.0,,360.0,0.0,Rural,0.0
,Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,1.0
LP002387,Male,Yes,0,Graduate,No,2425.0,2340.0,143.0,,1.0,Semiurban,1.0
LP002390,Male,No,0,Graduate,No,3750.0,0.0,100.0,360.0,1.0,Urban,1.0
LP002398,Male,No,0,,No,1926.0,1851.0,50.0,360.0,1.0,Semiurban,1.0
LP002403,Male,No,0,Graduate,Yes,10416.0,0.0,187.0,360.0,0.0,Urban,0.0
LP002407,Female,Yes,0,Not Graduate,Yes,7142.0,0.0,138.0,360.0,1.0,Rural,1.0
LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,1.0
LP002409,Male,Yes,0,Graduate,No,7901.0,1833.0,180.0,360.0,1.0,Rural,1.0
LP002418,Male,No,3+,Not Graduate,No,,1993.0,148.0,360.0,1.0,Semiurban,1.0
LP002422,Male,,1,Graduate,No,37719.0,,152.0,360.0,1.0,Semiurban,1.0
LP002424,Male,Yes,0,Graduate,No,7333.0,8333.0,175.0,300.0,1.0,Rural,
LP002429,,Yes,1,Graduate,Yes,3466.0,1210.0,130.0,360.0,1.0,Rural,1.0
LP002434,Male,Yes,2,Not Graduate,No,4652.0,0.0,110.0,360.0,1.0,Rural,1.0
LP002435,Male,Yes,0,Graduate,No,3539.0,1376.0,55.0,360.0,1.0,Rural,0.0
LP002443,Male,Yes,2,Graduate,No,3340.0,1710.0,,360.0,0.0,Rural,0.0
LP002444,Male,No,1,Not Graduate,Yes,2769.0,1542.0,190.0,360.0,1.0,Semiurban,0.0
LP002446,Male,Yes,2,Not Graduate,No,2309.0,1255.0,125.0,360.0,0.0,Rural,0.0
LP002447,Male,Yes,2,Not Graduate,No,1958.0,1456.0,60.0,300.0,1.0,Urban,1.0
LP002448,Male,Yes,,Graduate,,3948.0,1733.0,149.0,360.0,0.0,Rural,0.0
,,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,1.0
LP002453,Male,No,0,Graduate,Yes,7085.0,0.0,84.0,360.0,1.0,Semiurban,1.0
LP002455,Male,Yes,,Graduate,No,3859.0,0.0,96.0,360.0,,Semiurban,1.0
LP002459,Male,,0,Graduate,No,4301.0,0.0,118.0,360.0,1.0,Urban,1.0
LP002467,Male,Yes,0,Graduate,No,3708.0,2569.0,173.0,360.0,1.0,Urban,
LP002472,Male,No,2,Graduate,No,4354.0,0.0,136.0,360.0,1.0,Rural,1.0
LP002473,Male,Yes,0,Graduate,No,8334.0,0.0,160.0,360.0,1.0,Semiurban,0.0
LP002484,Male,Yes,3+,Graduate,No,,0.0,,180.0,1.0,Urban,1.0
LP002487,Male,Yes,,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,1.0
LP002489,Female,No,1,Not Graduate,No,5191.0,0.0,132.0,360.0,1.0,Semiurban,1.0
LP002493,Male,No,0,Graduate,No,4166.0,0.0,98.0,360.0,0.0,Semiurban,0.0
LP002494,Male,No,0,Graduate,,6000.0,0.0,140.0,360.0,1.0,Rural,1.0
LP002500,Male,Yes,3+,Not Graduate,,2947.0,1664.0,,180.0,0.0,Urban,0.0
LP002502,Female,Yes,2,Not Graduate,No,210.0,2917.0,98.0,360.0,1.0,Semiurban,
LP002505,Male,Yes,0,Graduate,No,,2451.0,110.0,360.0,1.0,Urban,0.0
LP002515,Male,Yes,1,Graduate,Yes,3450.0,2079.0,162.0,360.0,1.0,Semiurban,1.0
LP002517,Male,Yes,1,Not Graduate,No,2653.0,1500.0,113.0,180.0,0.0,Rural,0.0
LP002519,Male,Yes,3+,Graduate,No,4691.0,0.0,100.0,360.0,1.0,Semiurban,1.0
LP002522,Female,No,0,Graduate,Yes,,0.0,93.0,360.0,1.0,Urban,1.0
LP002524,Male,No,2,Graduate,No,5532.0,4648.0,162.0,360.0,,Rural,1.0
LP002527,Male,Yes,2,Graduate,Yes,16525.0,1014.0,150.0,360.0,1.0,Rural,1.0
LP002529,Male,Yes,2,Graduate,No,6700.0,1750.0,230.0,300.0,1.0,Semiurban,1.0
LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,1.0
LP002534,Female,No,0,Not Graduate,No,4350.0,0.0,154.0,360.0,1.0,Rural,1.0
LP002536,Male,Yes,3+,Not Graduate,No,3095.0,0.0,113.0,360.0,1.0,Rural,1.0
LP002537,Male,Yes,0,Graduate,No,2083.0,3150.0,128.0,360.0,1.0,Semiurban,1.0
LP002541,Male,Yes,0,Graduate,No,10833.0,0.0,234.0,360.0,1.0,Semiurban,1.0
LP002543,Male,Yes,2,Graduate,No,8333.0,0.0,246.0,360.0,,Semiurban,1.0
LP002544,Male,Yes,1,Not Graduate,No,1958.0,2436.0,131.0,360.0,1.0,,1.0
LP002545,,No,2,Graduate,No,3547.0,0.0,80.0,360.0,0.0,Rural,0.0
LP002547,Male,Yes,1,Graduate,No,18333.0,0.0,500.0,360.0,1.0,Urban,0.0
LP002555,,Yes,2,Graduate,Yes,4583.0,2083.0,160.0,360.0,1.0,Semiurban,1.0
LP002556,,No,0,Graduate,No,2435.0,0.0,75.0,360.0,1.0,Urban,0.0
LP002560,Male,No,0,Not Graduate,,2699.0,2785.0,96.0,360.0,1.0,Semiurban,1.0
LP002562,Male,Yes,,Not Graduate,No,5333.0,1131.0,186.0,360.0,1.0,Urban,1.0
LP002571,Male,No,0,Not Graduate,No,3691.0,0.0,110.0,360.0,1.0,Rural,1.0
LP002582,Female,No,0,Not Graduate,Yes,17263.0,0.0,225.0,360.0,1.0,Semiurban,1.0
LP002585,Male,Yes,0,Graduate,No,3597.0,,119.0,360.0,0.0,Rural,0.0
LP002586,Female,Yes,1,Graduate,No,3326.0,913.0,105.0,84.0,1.0,Semiurban,1.0
LP002587,Male,Yes,0,Not Graduate,No,2600.0,1700.0,107.0,360.0,1.0,Rural,1.0
LP002588,Male,,0,Graduate,No,4625.0,2857.0,111.0,12.0,1.0,Urban,1.0
LP002600,Male,Yes,1,Graduate,Yes,2895.0,0.0,95.0,360.0,1.0,Semiurban,
LP002602,Male,No,0,Graduate,No,6283.0,,209.0,360.0,0.0,Rural,0.0
LP002603,Female,No,0,Graduate,No,645.0,3683.0,113.0,480.0,1.0,Rural,1.0
LP002606,Female,No,0,Graduate,No,3159.0,0.0,100.0,360.0,1.0,Semiurban,1.0
LP002615,,Yes,2,Graduate,No,4865.0,5624.0,208.0,360.0,1.0,Semiurban,1.0
LP002618,Male,Yes,1,Not Graduate,No,4050.0,5302.0,,360.0,1.0,Rural,0.0
,Male,Yes,0,Not Graduate,No,3814.0,1483.0,124.0,300.0,1.0,Semiurban,1.0
,Male,Yes,2,Graduate,No,3510.0,4416.0,243.0,360.0,1.0,,
LP002624,Male,Yes,0,Graduate,No,20833.0,6667.0,480.0,360.0,1.0,Urban,1.0
LP002626,Male,Yes,0,Graduate,Yes,2479.0,3013.0,188.0,360.0,1.0,Urban,1.0
LP002634,Female,No,1,Graduate,No,13262.0,0.0,40.0,360.0,1.0,Urban,1.0
LP002637,Male,No,0,Not Graduate,No,3598.0,1287.0,100.0,360.0,1.0,Rural,0.0
LP002640,Male,Yes,1,Graduate,No,6065.0,2004.0,250.0,360.0,1.0,Semiurban,1.0
LP002643,Male,Yes,2,Graduate,No,3283.0,2035.0,148.0,360.0,1.0,Urban,1.0
LP002648,Male,Yes,0,Graduate,No,2130.0,6666.0,70.0,180.0,1.0,Semiurban,0.0
LP002652,Male,No,0,Graduate,No,5815.0,3666.0,311.0,360.0,1.0,Rural,0.0
LP002659,Male,Yes,3+,Graduate,No,3466.0,3428.0,150.0,360.0,1.0,Rural,1.0
LP002670,Female,Yes,2,Graduate,No,2031.0,1632.0,113.0,480.0,1.0,Semiurban,1.0
LP002683,Male,No,0,Graduate,No,4683.0,1915.0,185.0,360.0,1.0,,0.0
LP002684,Female,No,,Not Graduate,No,3400.0,0.0,95.0,360.0,1.0,Rural,0.0
LP002689,Male,Yes,2,Not Graduate,No,2192.0,1742.0,45.0,360.0,1.0,Semiurban,1.0
LP002690,Male,No,0,Graduate,No,2500.0,0.0,55.0,360.0,1.0,Semiurban,1.0
LP002692,Male,Yes,3+,Graduate,Yes,5677.0,1424.0,100.0,360.0,1.0,Rural,
LP002693,Male,Yes,2,Graduate,Yes,7948.0,7166.0,480.0,360.0,1.0,Rural,1.0
LP002699,Male,Yes,2,Graduate,Yes,17500.0,0.0,400.0,360.0,1.0,Rural,1.0
LP002705,Male,Yes,0,Graduate,No,3775.0,,110.0,360.0,1.0,Semiurban,1.0
LP002706,Male,Yes,1,Not Graduate,No,5285.0,1430.0,161.0,360.0,0.0,Semiurban,1.0
LP002714,Male,No,1,Not Graduate,,2679.0,1302.0,94.0,360.0,1.0,Semiurban,1.0
LP002716,Male,No,0,Not Graduate,,6783.0,0.0,130.0,360.0,1.0,Semiurban,1.0
LP002717,Male,Yes,0,Graduate,No,1025.0,5500.0,216.0,360.0,1.0,Rural,1.0
LP002720,Male,Yes,3+,Graduate,No,4281.0,0.0,100.0,360.0,1.0,Urban,1.0
LP002723,Male,No,2,Graduate,No,3588.0,0.0,110.0,360.0,0.0,Rural,0.0
LP002729,Male,No,1,Graduate,No,11250.0,0.0,196.0,360.0,1.0,Semiurban,0.0
LP002731,Female,No,0,Not Graduate,Yes,18165.0,0.0,125.0,360.0,1.0,Urban,1.0
LP002732,Male,No,0,Not Graduate,No,2550.0,2042.0,126.0,360.0,1.0,,1.0
LP002734,Male,Yes,0,,No,6133.0,3906.0,324.0,360.0,1.0,Urban,1.0
LP002738,Male,No,2,Graduate,No,3617.0,,107.0,360.0,1.0,Semiurban,1.0
LP002739,Male,Yes,0,Not Graduate,No,2917.0,536.0,66.0,360.0,1.0,Rural,0.0
LP002740,,Yes,3+,Graduate,No,6417.0,0.0,,180.0,1.0,Rural,1.0
LP002741,Female,Yes,1,Graduate,No,4608.0,2845.0,140.0,180.0,1.0,Semiurban,1.0
LP002743,Female,No,0,Graduate,No,2138.0,0.0,99.0,,0.0,Semiurban,0.0
LP002753,Female,No,1,Graduate,No,3652.0,0.0,95.0,360.0,1.0,Semiurban,1.0
LP002755,Male,Yes,1,Not Graduate,No,2239.0,2524.0,128.0,360.0,1.0,Urban,1.0
LP002757,Female,Yes,0,Not Graduate,No,3017.0,663.0,102.0,360.0,1.0,Semiurban,1.0
LP002767,Male,Yes,0,Graduate,No,2768.0,1950.0,155.0,360.0,1.0,Rural,1.0
LP002768,Male,No,0,Not Graduate,No,3358.0,0.0,80.0,36.0,1.0,Semiurban,0.0
,Male,No,0,Graduate,No,2526.0,1783.0,,360.0,1.0,Rural,1.0
LP002776,Female,No,0,Graduate,No,5000.0,0.0,103.0,,0.0,Semiurban,0.0
LP002777,Male,Yes,0,Graduate,No,2785.0,2016.0,110.0,360.0,1.0,Rural,1.0
LP002785,Male,Yes,1,Graduate,No,,3250.0,158.0,360.0,1.0,Urban,1.0
LP002788,Male,Yes,0,Not Graduate,No,2454.0,2333.0,181.0,360.0,0.0,Urban,0.0
LP002789,Male,,0,Graduate,No,3593.0,4266.0,132.0,180.0,0.0,Rural,0.0
,Male,Yes,1,Graduate,No,5468.0,1032.0,26.0,360.0,1.0,Semiurban,1.0
LP002794,Female,No,0,Graduate,No,2667.0,,84.0,360.0,1.0,Urban,1.0
LP002795,Male,Yes,3+,Graduate,Yes,10139.0,0.0,260.0,360.0,1.0,,1.0
LP002798,Male,Yes,0,Graduate,No,3887.0,2669.0,162.0,360.0,1.0,Semiurban,1.0
LP002804,Female,Yes,0,Graduate,No,4180.0,2306.0,182.0,360.0,1.0,Semiurban,1.0
LP002807,Male,Yes,2,Not Graduate,No,3675.0,242.0,108.0,360.0,1.0,Semiurban,1.0
LP002813,Female,Yes,1,Graduate,Yes,19484.0,0.0,600.0,360.0,1.0,Semiurban,1.0
LP002820,Male,Yes,0,Graduate,No,5923.0,2054.0,211.0,360.0,1.0,Rural,1.0
LP002821,Male,No,0,Not Graduate,Yes,5800.0,0.0,132.0,360.0,1.0,Semiurban,1.0
LP002832,Male,Yes,2,Graduate,No,8799.0,0.0,258.0,360.0,0.0,Urban,0.0
LP002833,Male,Yes,0,Not Graduate,No,4467.0,0.0,120.0,360.0,1.0,Rural,1.0
,Male,No,0,Graduate,No,3333.0,0.0,70.0,360.0,1.0,Urban,1.0
LP002837,Male,,3+,Graduate,No,3400.0,2500.0,123.0,360.0,0.0,Rural,0.0
LP002840,Female,No,0,,No,2378.0,0.0,9.0,360.0,1.0,Urban,0.0
LP002841,Male,,0,Graduate,No,3166.0,,104.0,360.0,0.0,Urban,0.0
LP002842,Male,Yes,1,Graduate,No,3417.0,1750.0,186.0,360.0,1.0,Urban,1.0
LP002855,Male,Yes,2,Graduate,No,16666.0,0.0,275.0,360.0,1.0,Urban,1.0
LP002862,,Yes,2,Not Graduate,No,6125.0,1625.0,187.0,480.0,1.0,Semiurban,0.0
LP002868,Male,Yes,2,Graduate,No,3159.0,461.0,,,1.0,Urban,1.0
LP002874,,No,0,Graduate,No,3229.0,2739.0,110.0,360.0,1.0,Urban,1.0
LP002877,Male,Yes,1,Graduate,No,1782.0,,107.0,360.0,1.0,Rural,1.0
,Male,No,0,Graduate,No,3182.0,2917.0,161.0,360.0,1.0,Urban,
LP002892,Male,Yes,2,,No,6540.0,0.0,205.0,360.0,1.0,Semiurban,
LP002893,Male,No,0,Graduate,No,1836.0,33837.0,90.0,360.0,1.0,Urban,0.0
LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1.0,Semiurban,1.0
LP002898,Male,Yes,1,,No,1880.0,,61.0,,1.0,,0.0
LP002911,Male,Yes,1,Graduate,,2787.0,1917.0,,,0.0,Rural,0.0
LP002912,Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84.0,1.0,Rural,0.0
LP002916,Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360.0,1.0,Urban,1.0
LP002917,Female,No,0,Not Graduate,No,2165.0,,70.0,360.0,1.0,,1.0
,Male,Yes,,Graduate,Yes,2726.0,0.0,106.0,360.0,0.0,Semiurban,0.0
LP002928,Male,Yes,0,Graduate,No,3000.0,3416.0,56.0,180.0,1.0,Semiurban,1.0
LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240.0,1.0,Semiurban,0.0
LP002936,Male,Yes,0,Graduate,No,3859.0,,142.0,180.0,,Rural,1.0
LP002938,Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,,1.0,Urban,1.0
LP002940,Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360.0,1.0,Rural,1.0
LP002941,Male,Yes,2,Not Graduate,Yes,6383.0,1000.0,187.0,360.0,1.0,Rural,0.0
LP002945,Male,Yes,0,Graduate,Yes,9963.0,0.0,180.0,360.0,1.0,Rural,1.0
LP002948,Male,Yes,2,,No,5780.0,0.0,192.0,360.0,1.0,Urban,1.0
LP002949,Female,No,3+,Graduate,No,416.0,41667.0,350.0,180.0,1.0,Urban,0.0
LP002950,Male,Yes,0,Not Graduate,No,2894.0,,155.0,360.0,1.0,Rural,1.0
LP002958,Male,No,0,Graduate,No,3676.0,4301.0,172.0,360.0,1.0,Rural,1.0
LP002959,Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360.0,1.0,Semiurban,1.0
LP002961,Male,Yes,1,Graduate,No,3400.0,,173.0,360.0,1.0,Semiurban,1.0
LP002964,Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360.0,1.0,Rural,1.0
LP002974,Male,Yes,,Graduate,No,3232.0,1950.0,108.0,360.0,1.0,Rural,1.0
LP002978,Female,No,0,Graduate,No,2900.0,0.0,71.0,360.0,1.0,Rural,1.0
LP002979,Male,Yes,3+,,No,4106.0,0.0,40.0,180.0,1.0,Rural,1.0
LP002983,Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360.0,1.0,Urban,1.0
LP002984,,Yes,2,Graduate,,7583.0,0.0,187.0,360.0,1.0,Urban,1.0
LP002990,,No,0,Graduate,Yes,4583.0,0.0,133.0,360.0,0.0,Semiurban,
LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,,1.0,Semiurban,1.0
LP002300,Female,No,0,Not Graduate,No,1963.0,0.0,53.0,360.0,1.0,Semiurban,1.0
LP002877,Male,Yes,1,Graduate,No,1782.0,,107.0,360.0,1.0,Rural,1.0
LP001032,Male,No,0,Graduate,,4950.0,0.0,125.0,360.0,1.0,Urban,1.0
LP001726,Male,Yes,0,Graduate,No,3727.0,1775.0,131.0,,1.0,Semiurban,1.0
LP001349,Male,No,0,Graduate,,4843.0,3806.0,151.0,360.0,1.0,Semiurban,1.0
LP001197,Male,Yes,0,Graduate,No,3366.0,2200.0,135.0,360.0,1.0,,0.0
LP002505,Male,Yes,0,Graduate,No,,2451.0,110.0,360.0,1.0,Urban,0.0
LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360.0,1.0,Semiurban,1.0
LP002408,Male,No,0,Graduate,No,3660.0,5064.0,187.0,360.0,1.0,Semiurban,1.0
LP001430,Female,No,0,Graduate,No,4166.0,0.0,44.0,360.0,1.0,Semiurban,1.0
LP001498,,No,0,Graduate,No,5417.0,,168.0,,1.0,Urban,1.0
LP001859,Male,Yes,0,Graduate,No,14683.0,2100.0,304.0,360.0,1.0,Rural,0.0
LP001384,Male,Yes,3+,Not Graduate,No,2071.0,754.0,94.0,480.0,1.0,Semiurban,1.0
LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240.0,1.0,Semiurban,0.0
,Male,No,0,Graduate,No,12876.0,0.0,405.0,360.0,1.0,Semiurban,1.0
LP002487,Male,Yes,,Graduate,No,3015.0,2188.0,153.0,360.0,1.0,Rural,1.0
LP002489,Female,No,1,Not Graduate,No,5191.0,0.0,132.0,360.0,1.0,Semiurban,1.0
LP002531,Male,Yes,1,Graduate,Yes,16667.0,2250.0,86.0,360.0,1.0,Semiurban,1.0
LP002319,Male,Yes,0,,No,6256.0,0.0,160.0,360.0,1.0,Urban,1.0
LP001702,Male,No,0,Graduate,No,3418.0,0.0,127.0,360.0,1.0,Semiurban,0.0
LP001819,Male,Yes,1,Not Graduate,No,6608.0,0.0,137.0,180.0,1.0,Urban,1.0
LP001765,Male,Yes,1,Graduate,No,2491.0,2054.0,104.0,360.0,1.0,Semiurban,
,,Yes,0,Graduate,No,2483.0,2466.0,90.0,180.0,0.0,Rural,1.0
